std_name,StrainName,Reference,SRA,Clade,ecological_value,eco_cat1,eco_cat2,eco_cat3
XTRA_FSA,1_G11_S115,Ward et al. 2024,SRR25064504,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSB,2018_P1_H11_S79,Ward et al. 2024,SRR25064507,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSC,2019_P20_A2_S47,Ward et al. 2024,SRR25064511,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSD,N-2_S73,Ward et al. 2024,SRR25064524,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSE,C-8_S17,Ward et al. 2024,SRR25064525,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSF,O-7_S82,Ward et al. 2024,SRR25064530,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSG,O-1_S79,Ward et al. 2024,SRR25064535,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSH,1_A7_S100,Ward et al. 2024,SRR25064546,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSI,2018_P24_H3_S38,Ward et al. 2024,SRR25064549,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSJ,N-6_S76,Ward et al. 2024,SRR25064550,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSK,2018_P53_F11_S95,Ward et al. 2024,SRR25064551,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSL,1_F7_S97,Ward et al. 2024,SRR25064553,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSM,2018_P32_G4_S1,Ward et al. 2024,SRR25064554,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSN,2018_P28_H2_S17,Ward et al. 2024,SRR25064556,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSO,2_D6_S28,Ward et al. 2024,SRR25064565,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSP,1_B12_S50,Ward et al. 2024,SRR25064566,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSQ,B-8_S11,Ward et al. 2024,SRR25064571,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSR,1_E12_S90,Ward et al. 2024,SRR25064576,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSS,R-5_S99,Ward et al. 2024,SRR25064577,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FST,T2-P2-G02_S36,Ward et al. 2024,SRR25064580,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSU,2019_P23_F1_S45,Ward et al. 2024,SRR25064583,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSV,Q-12_S96,Ward et al. 2024,SRR25064584,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSW,1_E4_S81,Ward et al. 2024,SRR25064585,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSX,2019_P23_G12_S158,Ward et al. 2024,SRR25064606,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSY,1_A8_S111,Ward et al. 2024,SRR25064609,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FSZ,2018_P34_F2_S107,Ward et al. 2024,SRR25064610,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTA,1_F11_S102,Ward et al. 2024,SRR25064617,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTB,V-7_S118,Ward et al. 2024,SRR25064623,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTC,Q-4_S93,Ward et al. 2024,SRR25064624,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTD,2_B7_S14,Ward et al. 2024,SRR25064627,2. AU Wine 2,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTE,S-12_S108,Ward et al. 2024,SRR25064630,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTF,2_A4_S3,Ward et al. 2024,SRR25064635,NA,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTG,D-12_S24,Ward et al. 2024,SRR25064638,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTH,D-8_S22,Ward et al. 2024,SRR25064641,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTI,2018_P51_D12_S96,Ward et al. 2024,SRR25064654,NA,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTJ,2018_P22_H10_S35,Ward et al. 2024,SRR25064655,NA,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTK,F-3_S32,Ward et al. 2024,SRR25064248,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTL,1_G4_S107,Ward et al. 2024,SRR25064250,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTM,2019_P23_G9_S41,Ward et al. 2024,SRR25064277,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTN,2018_P68_A11_S101,Ward et al. 2024,SRR25064282,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTO,1_H4_S120,Ward et al. 2024,SRR25064317,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTP,2_A5_S4,Ward et al. 2024,SRR25064318,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTQ,W-2_S122,Ward et al. 2024,SRR25064325,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTR,F-6_S33,Ward et al. 2024,SRR25064330,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTS,B-7_S10,Ward et al. 2024,SRR25064332,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTT,C-12_S18,Ward et al. 2024,SRR25064341,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTU,A-12_S6,Ward et al. 2024,SRR25064355,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTV,2018_P31_F7_S37,Ward et al. 2024,SRR25064356,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTW,L-1_S67,Ward et al. 2024,SRR25064364,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTX,1_F8_S98,Ward et al. 2024,SRR25064390,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTY,B-1_S7,Ward et al. 2024,SRR25064393,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FTZ,2_E3_S32,Ward et al. 2024,SRR25064405,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUA,G-3_S38,Ward et al. 2024,SRR25064440,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUB,1_G1_S104,Ward et al. 2024,SRR25064441,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUC,2019_P6_C9_S4,Ward et al. 2024,SRR25064443,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUD,1_3F_S93,Ward et al. 2024,SRR25064444,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUE,2018_P16_F5_S43,Ward et al. 2024,SRR25064475,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUF,1_B2_S39,Ward et al. 2024,SRR25064484,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUG,1_H1_S117,Ward et al. 2024,SRR25064486,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUH,1_B10_S48,Ward et al. 2024,SRR25064487,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUI,2018_P51_H4_S85,Ward et al. 2024,SRR25064510,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUJ,1_C12_S63,Ward et al. 2024,SRR25064512,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUK,2018_P34_C10_S33,Ward et al. 2024,SRR25064515,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUL,2018_P16_A7_S153,Ward et al. 2024,SRR25064517,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUM,O-12_S84,Ward et al. 2024,SRR25064540,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUN,2018_P24_H5_S138,Ward et al. 2024,SRR25064547,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUO,2018_P20_F10_S154,Ward et al. 2024,SRR25064560,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUP,J-11_S60,Ward et al. 2024,SRR25064588,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUQ,O-3_S80,Ward et al. 2024,SRR25064590,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUR,F-12_S36,Ward et al. 2024,SRR25064604,NA,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUS,1_E2_S79,Ward et al. 2024,SRR25064611,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUT,1_D4_S68,Ward et al. 2024,SRR25064614,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUU,1_G7_S110,Ward et al. 2024,SRR25064616,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUV,2018_P20_C11_S156,Ward et al. 2024,SRR25064626,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUW,2018_P55_H5_S89,Ward et al. 2024,SRR25064263,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUX,2019_P15_F7_S71,Ward et al. 2024,SRR25064273,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUY,1_A11_S13,Ward et al. 2024,SRR25064301,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FUZ,B-3_S8,Ward et al. 2024,SRR25064315,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVA,2019_P14_D7_S52,Ward et al. 2024,SRR25064334,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVB,U-2_S127,Ward et al. 2024,SRR25064425,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVC,2018_P32_C11_S72,Ward et al. 2024,SRR25064452,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVD,2019_P6_F1_S166,Ward et al. 2024,SRR25064505,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVE,2018_P70_E4_S26,Ward et al. 2024,SRR25064522,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVF,1_G12_S116,Ward et al. 2024,SRR25064555,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVG,1_E9_S86,Ward et al. 2024,SRR25064575,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVH,2019_P23_C5_S134,Ward et al. 2024,SRR25064579,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVI,Y2-P2-G07_S16,Ward et al. 2024,SRR25064587,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVJ,2_A6_S5,Ward et al. 2024,SRR25064628,2. AU Wine 2,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVK,2019_P14_B7_S129,Ward et al. 2024,SRR25064644,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVL,2018_P73_C8_S87,Ward et al. 2024,SRR25064274,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVM,2018_P73_H10_S69,Ward et al. 2024,SRR25064280,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVN,2019_P16_A11_S49,Ward et al. 2024,SRR25064502,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVO,2018_P34_E2_S59,Ward et al. 2024,SRR25064518,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVP,Y3-P1-E09_S56,Ward et al. 2024,SRR25064593,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVQ,U-9_S130,Ward et al. 2024,SRR25064246,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVR,U-8_S129,Ward et al. 2024,SRR25064247,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVS,2018_P44_A5_S3,Ward et al. 2024,SRR25064249,NA,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVT,S-10_S107,Ward et al. 2024,SRR25064251,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVU,L-9_S71,Ward et al. 2024,SRR25064254,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVV,N-5_S75,Ward et al. 2024,SRR25064255,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVW,J-5_S56,Ward et al. 2024,SRR25064257,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVX,2018_P49_F2_S5,Ward et al. 2024,SRR25064260,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVY,L-4_S68,Ward et al. 2024,SRR25064265,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FVZ,N-10_S77,Ward et al. 2024,SRR25064266,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWA,Y1-P2-H03_S14,Ward et al. 2024,SRR25064267,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWB,T1-P2-E04_S58,Ward et al. 2024,SRR25064268,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWC,2018_P73_C12_S136,Ward et al. 2024,SRR25064275,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWD,2019_P15_D5_S157,Ward et al. 2024,SRR25064278,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWE,2018_P73_F5_S62,Ward et al. 2024,SRR25064279,1. AU Wine 1,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWF,2018_P24_C9_S164,Ward et al. 2024,SRR25064286,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWG,1_G9_S113,Ward et al. 2024,SRR25064288,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWH,1_G2_S105,Ward et al. 2024,SRR25064289,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWI,1_F6_S96,Ward et al. 2024,SRR25064291,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWJ,1_B6_S43,Ward et al. 2024,SRR25064293,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWK,1_A10_S2,Ward et al. 2024,SRR25064294,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWL,1_H7_S124,Ward et al. 2024,SRR25064296,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWM,1_F2_S92,Ward et al. 2024,SRR25064307,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWN,2_D4_S26,Ward et al. 2024,SRR25064308,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWO,E-10_S29,Ward et al. 2024,SRR25064313,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWP,A-3_S1,Ward et al. 2024,SRR25064316,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWQ,L-7_S70,Ward et al. 2024,SRR25064320,NA,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWR,2_A2_S131,Ward et al. 2024,SRR25064322,NA,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWS,P-4_S86,Ward et al. 2024,SRR25064323,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWT,T-10_S114,Ward et al. 2024,SRR25064328,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWU,2018_P32_E2_S94,Ward et al. 2024,SRR25064335,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWV,2018_P49_A3_S81,Ward et al. 2024,SRR25064336,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWW,2018_P44_E1_S122,Ward et al. 2024,SRR25064337,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWX,J-2_S55,Ward et al. 2024,SRR25064342,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWY,F-8_S35,Ward et al. 2024,SRR25064344,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FWZ,2018_P20_F4_S124,Ward et al. 2024,SRR25064346,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXA,Y2-P2-A10_S55,Ward et al. 2024,SRR25064347,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXB,2_C3_S17,Ward et al. 2024,SRR25064349,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXC,2_D5_S27,Ward et al. 2024,SRR25064352,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXD,1_H3_S119,Ward et al. 2024,SRR25064353,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXE,2018_P1_D4_S54,Ward et al. 2024,SRR25064359,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXF,2018_P1_E8_S167,Ward et al. 2024,SRR25064361,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXG,2018_P1_A9_S82,Ward et al. 2024,SRR25064363,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXH,2019_P6_C4_S66,Ward et al. 2024,SRR25064368,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXI,2019_P20_A5_S148,Ward et al. 2024,SRR25064370,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXJ,2019_P25_G9_S40,Ward et al. 2024,SRR25064372,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXK,1_B5_S42,Ward et al. 2024,SRR25064374,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXL,1_F4_S94,Ward et al. 2024,SRR25064375,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXM,2019_P6_B2_S21,Ward et al. 2024,SRR25064376,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXN,2019_P14_H10_S165,Ward et al. 2024,SRR25064377,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXO,2019_P6_A10_S48,Ward et al. 2024,SRR25064378,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXP,2019_P25_B3_S76,Ward et al. 2024,SRR25064380,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXQ,2019_P16_A8_S116,Ward et al. 2024,SRR25064381,7. AU Wine 3,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXR,2019_P25_A2_S75,Ward et al. 2024,SRR25064383,NA,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXS,2_B2_S8,Ward et al. 2024,SRR25064386,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXT,2018_P32_A3_S143,Ward et al. 2024,SRR25064389,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXU,E-11_S30,Ward et al. 2024,SRR25064394,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXV,2018_P55_F11_S84,Ward et al. 2024,SRR25064401,10. AU Wine 6,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXW,Y1-P1-A06_S52,Ward et al. 2024,SRR25064402,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXX,D-2_S19,Ward et al. 2024,SRR25064404,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXY,2_C1_S15,Ward et al. 2024,SRR25064406,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FXZ,F-2_S31,Ward et al. 2024,SRR25064408,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FYA,A-8_S3,Ward et al. 2024,SRR25064409,9. AU Wine 5,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FYB,K-8_S65,Ward et al. 2024,SRR25064412,NA,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FYC,S-5_S105,Ward et al. 2024,SRR25064418,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FYD,S-4_S104,Ward et al. 2024,SRR25064419,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FYE,P-7_S87,Ward et al. 2024,SRR25064421,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
XTRA_FYF,V-3_S116,Ward et al. 2024,SRR25064424,8. AU Wine 4,Spontaneous fermentation of grape juice,Grape Juice,Fermentation,Food
